Valor;Localidad;Genero;Metrica;Unidad;COD_INE
1283.0;Corçà;Total;Total habitantes;Personas.;17057
203.0;Corcos;Total;Total habitantes;Personas.;47055
1659.0;Corcubión;Total;Total habitantes;Personas.;15028
323262.0;Córdoba;Total;Total habitantes;Personas.;14021
815.0;Cordobilla de Lácara;Total;Total habitantes;Personas.;06038
105.0;Cordovilla;Total;Total habitantes;Personas.;37110
130.0;Cordovilla la Real;Total;Total habitantes;Personas.;34063
154.0;Cordovín;Total;Total habitantes;Personas.;26052
297.0;Corduente;Total;Total habitantes;Personas.;19099
8756.0;Corella;Total;Total habitantes;Personas.;31077
281.0;Corera;Total;Total habitantes;Personas.;26053
1054.0;Coreses;Total;Total habitantes;Personas.;49053
3366.0;Corgo, O;Total;Total habitantes;Personas.;27014
12001.0;Coria;Total;Total habitantes;Personas.;10067
31278.0;Coria del Río;Total;Total habitantes;Personas.;41034
1218.0;Coripe;Total;Total habitantes;Personas.;41035
5710.0;Coristanco;Total;Total habitantes;Personas.;15029
298.0;Cornago;Total;Total habitantes;Personas.;26054
92237.0;Cornellà de Llobregat;Total;Total habitantes;Personas.;08073
2414.0;Cornellà del Terri;Total;Total habitantes;Personas.;17056
999.0;Cornudella de Montsant;Total;Total habitantes;Personas.;43049
2136.0;Coronada, La;Total;Total habitantes;Personas.;06039
4659.0;Coronil, El;Total;Total habitantes;Personas.;41036
832.0;Corpa;Total;Total habitantes;Personas.;28048
40.0;Corporales;Total;Total habitantes;Personas.;26055
5280.0;Corral de Almaguer;Total;Total habitantes;Personas.;45054
76.0;Corral de Ayllón;Total;Total habitantes;Personas.;40061
1154.0;Corral de Calatrava;Total;Total habitantes;Personas.;13035
10958.0;Corrales de Buelna, Los;Total;Total habitantes;Personas.;39025
104.0;Corrales de Duero;Total;Total habitantes;Personas.;47056
930.0;Corrales del Vino;Total;Total habitantes;Personas.;49054
4021.0;Corrales, Los;Total;Total habitantes;Personas.;41037
303.0;Corral-Rubio;Total;Total habitantes;Personas.;02027
1153.0;Corte de Peleas;Total;Total habitantes;Personas.;06040
581.0;Corteconcepción;Total;Total habitantes;Personas.;21024
1027.0;Cortegada;Total;Total habitantes;Personas.;32027
4617.0;Cortegana;Total;Total habitantes;Personas.;21025
302.0;Cortelazor;Total;Total habitantes;Personas.;21026
3165.0;Cortes;Total;Total habitantes;Personas.;31078
62.0;Cortes de Aragón;Total;Total habitantes;Personas.;44084
308.0;Cortes de Arenoso;Total;Total habitantes;Personas.;12048
1769.0;Cortes de Baza;Total;Total habitantes;Personas.;18053
3048.0;Cortes de la Frontera;Total;Total habitantes;Personas.;29046
727.0;Cortes de Pallás;Total;Total habitantes;Personas.;46099
949.0;Cortes y Graena;Total;Total habitantes;Personas.;18054
848.0;Cortijos, Los;Total;Total habitantes;Personas.;13036
789.0;Corullón;Total;Total habitantes;Personas.;24059
95.0;Coruña del Conde;Total;Total habitantes;Personas.;09112
251543.0;Coruña, A;Total;Total habitantes;Personas.;15030
15785.0;Corvera de Asturias;Total;Total habitantes;Personas.;33020
2204.0;Corvera de Toranzo;Total;Total habitantes;Personas.;39026
63.0;Cosa;Total;Total habitantes;Personas.;44085
69.0;Coscurita;Total;Total habitantes;Personas.;42068
80512.0;Coslada;Total;Total habitantes;Personas.;28049
4172.0;Cospeito;Total;Total habitantes;Personas.;27015
1591.0;Costitx;Total;Total habitantes;Personas.;07017
511.0;Costur;Total;Total habitantes;Personas.;12049
344.0;Cosuenda;Total;Total habitantes;Personas.;50088
79.0;Cotanes del Monte;Total;Total habitantes;Personas.;49055
314.0;Cotes;Total;Total habitantes;Personas.;46100
123.0;Cotillas;Total;Total habitantes;Personas.;02028
1560.0;Covaleda;Total;Total habitantes;Personas.;42069
501.0;Covarrubias;Total;Total habitantes;Personas.;09113
2472.0;Covelo;Total;Total habitantes;Personas.;36013
1888.0;Coves de Vinromà, les;Total;Total habitantes;Personas.;12050
7722.0;Cox;Total;Total habitantes;Personas.;03058
903.0;Cózar;Total;Total habitantes;Personas.;13037
102.0;Cozuelos de Fuentidueña;Total;Total habitantes;Personas.;40902
1921.0;Crecente;Total;Total habitantes;Personas.;36014
4261.0;Creixell;Total;Total habitantes;Personas.;43050
497.0;Crémenes;Total;Total habitantes;Personas.;24060
254.0;Crespià;Total;Total habitantes;Personas.;17058
463.0;Crespos;Total;Total habitantes;Personas.;05065
559.0;Cretas;Total;Total habitantes;Personas.;44086
30921.0;Crevillent;Total;Total habitantes;Personas.;03059
549.0;Cristina;Total;Total habitantes;Personas.;06041
158.0;Cristóbal;Total;Total habitantes;Personas.;37112
92.0;Crivillén;Total;Total habitantes;Personas.;44087
1350.0;Cruïlles, Monells i Sant Sadurní de l'Heura;Total;Total habitantes;Personas.;17901
809.0;Cuacos de Yuste;Total;Total habitantes;Personas.;10068
2075.0;Cuadros;Total;Total habitantes;Personas.;24061
1538.0;Cualedro;Total;Total habitantes;Personas.;32028
15408.0;Cuarte de Huerva;Total;Total habitantes;Personas.;50089
53.0;Cuba, La;Total;Total habitantes;Personas.;44088
7238.0;Cubas de la Sagra;Total;Total habitantes;Personas.;28050
145.0;Cubel;Total;Total habitantes;Personas.;50090
17673.0;Cubelles;Total;Total habitantes;Personas.;08074
354.0;Cubells;Total;Total habitantes;Personas.;25079
22.0;Cubilla;Total;Total habitantes;Personas.;42070
60.0;Cubillas de Cerrato;Total;Total habitantes;Personas.;34066
140.0;Cubillas de los Oteros;Total;Total habitantes;Personas.;24062
376.0;Cubillas de Rueda;Total;Total habitantes;Personas.;24063
394.0;Cubillas de Santa Marta;Total;Total habitantes;Personas.;47057
74.0;Cubillo;Total;Total habitantes;Personas.;40062
120.0;Cubillo de Uceda, El;Total;Total habitantes;Personas.;19102
103.0;Cubillo del Campo;Total;Total habitantes;Personas.;09114
294.0;Cubillos;Total;Total habitantes;Personas.;49056
1746.0;Cubillos del Sil;Total;Total habitantes;Personas.;24064
56.0;Cubla;Total;Total habitantes;Personas.;44089
115.0;Cubo de Benavente;Total;Total habitantes;Personas.;49057
102.0;Cubo de Bureba;Total;Total habitantes;Personas.;09115
373.0;Cubo de Don Sancho, El;Total;Total habitantes;Personas.;37113
177.0;Cubo de la Solana;Total;Total habitantes;Personas.;42071
294.0;Cubo de Tierra del Vino, El;Total;Total habitantes;Personas.;49058
77.0;Cucalón;Total;Total habitantes;Personas.;44090
4867.0;Cudillero;Total;Total habitantes;Personas.;33021
77.0;Cuelgamures;Total;Total habitantes;Personas.;49059
9527.0;Cuéllar;Total;Total habitantes;Personas.;40063
53600.0;Cuenca;Total;Total habitantes;Personas.;16078
179.0;Cuenca de Campos;Total;Total habitantes;Personas.;47058
44.0;Cuerlas, Las;Total;Total habitantes;Personas.;50091
1226.0;Cuerva;Total;Total habitantes;Personas.;45055
8783.0;Cuervo de Sevilla, El;Total;Total habitantes;Personas.;41903
88.0;Cuervo, El;Total;Total habitantes;Personas.;44092
67.0;Cueva de Ágreda;Total;Total habitantes;Personas.;42073
89.0;Cueva de Roa, La;Total;Total habitantes;Personas.;09117
27.0;Cueva del Hierro;Total;Total habitantes;Personas.;16079
1341.0;Cuevas Bajas;Total;Total habitantes;Personas.;29047
119.0;Cuevas de Almudén;Total;Total habitantes;Personas.;44093
131.0;Cuevas de Provanco;Total;Total habitantes;Personas.;40905
52.0;Cuevas de San Clemente;Total;Total habitantes;Personas.;09119
3647.0;Cuevas de San Marcos;Total;Total habitantes;Personas.;29049
15526.0;Cuevas del Almanzora;Total;Total habitantes;Personas.;04035
1617.0;Cuevas del Becerro;Total;Total habitantes;Personas.;29048
1841.0;Cuevas del Campo;Total;Total habitantes;Personas.;18912
506.0;Cuevas del Valle;Total;Total habitantes;Personas.;05066
126.0;Cuevas Labradas;Total;Total habitantes;Personas.;44094
503.0;Culla;Total;Total habitantes;Personas.;12051
3978.0;Cúllar;Total;Total habitantes;Personas.;18056
7947.0;Cúllar Vega;Total;Total habitantes;Personas.;18057
24702.0;Cullera;Total;Total habitantes;Personas.;46105
31254.0;Culleredo;Total;Total habitantes;Personas.;15031
815.0;Cumbre, La;Total;Total habitantes;Personas.;10069
54.0;Cumbres de Enmedio;Total;Total habitantes;Personas.;21027
354.0;Cumbres de San Bartolomé;Total;Total habitantes;Personas.;21028
1708.0;Cumbres Mayores;Total;Total habitantes;Personas.;21029
16385.0;Cunit;Total;Total habitantes;Personas.;43051
4469.0;Cuntis;Total;Total habitantes;Personas.;36015
111.0;Curiel de Duero;Total;Total habitantes;Personas.;47059
4242.0;Curtis;Total;Total habitantes;Personas.;15032
603.0;Cútar;Total;Total habitantes;Personas.;29050
565.0;Cuzcurrita de Río Tirón;Total;Total habitantes;Personas.;26056
10764.0;Daganzo de Arriba;Total;Total habitantes;Personas.;28053
17722.0;Daimiel;Total;Total habitantes;Personas.;13039
3524.0;Daimús;Total;Total habitantes;Personas.;46113
4196.0;Dalías;Total;Total habitantes;Personas.;04038
563.0;Darnius;Total;Total habitantes;Personas.;17060
1899.0;Daroca;Total;Total habitantes;Personas.;50094
63.0;Daroca de Rioja;Total;Total habitantes;Personas.;26057
1700.0;Darro;Total;Total habitantes;Personas.;18063
261.0;Das;Total;Total habitantes;Personas.;17061
1885.0;Daya Nueva;Total;Total habitantes;Personas.;03061
698.0;Daya Vieja;Total;Total habitantes;Personas.;03062
5362.0;Deba;Total;Total habitantes;Personas.;20029
768.0;Degaña;Total;Total habitantes;Personas.;33022
130.0;Dehesa de Montejo;Total;Total habitantes;Personas.;34067
39.0;Dehesa de Romanos;Total;Total habitantes;Personas.;34068
382.0;Dehesas de Guadix;Total;Total habitantes;Personas.;18064
635.0;Dehesas Viejas;Total;Total habitantes;Personas.;18065
741.0;Deià;Total;Total habitantes;Personas.;07018
2612.0;Deifontes;Total;Total habitantes;Personas.;18066
681.0;Deleitosa;Total;Total habitantes;Personas.;10070
12041.0;Deltebre;Total;Total habitantes;Personas.;43901
47261.0;Dénia;Total;Total habitantes;Personas.;03063
7294.0;Derio;Total;Total habitantes;Personas.;48901
105.0;Descargamaría;Total;Total habitantes;Personas.;10071
68.0;Desojo;Total;Total habitantes;Personas.;31079
422.0;Destriana;Total;Total habitantes;Personas.;24066
72.0;Dévanos;Total;Total habitantes;Personas.;42075
162.0;Deza;Total;Total habitantes;Personas.;42076
562.0;Dicastillo;Total;Total habitantes;Personas.;31080
107.0;Diego del Carpio;Total;Total habitantes;Personas.;05903
829.0;Diezma;Total;Total habitantes;Personas.;18067
2384.0;Dílar;Total;Total habitantes;Personas.;18068
1531.0;Dima;Total;Total habitantes;Personas.;48026
116.0;Dios le Guarde;Total;Total habitantes;Personas.;37115
2589.0;Dodro;Total;Total habitantes;Personas.;15033
600.0;Dólar;Total;Total habitantes;Personas.;18069
8326.0;Dolores;Total;Total habitantes;Personas.;03064
723.0;Domeño;Total;Total habitantes;Personas.;46114
29.0;Domingo García;Total;Total habitantes;Personas.;40068
418.0;Domingo Pérez;Total;Total habitantes;Personas.;45058
822.0;Domingo Pérez de Granada;Total;Total habitantes;Personas.;18915
841.0;Don Álvaro;Total;Total habitantes;Personas.;06043
37986.0;Don Benito;Total;Total habitantes;Personas.;06044
446.0;Donamaria;Total;Total habitantes;Personas.;31081
1854.0;Doneztebe/Santesteban;Total;Total habitantes;Personas.;31221
73.0;Donhierro;Total;Total habitantes;Personas.;40069
69.0;Donjimeno;Total;Total habitantes;Personas.;05069
189866.0;Donostia/San Sebastián;Total;Total habitantes;Personas.;20069
31.0;Donvidas;Total;Total habitantes;Personas.;05070
4465.0;Doña Mencía;Total;Total habitantes;Personas.;14022
62.0;Doñinos de Ledesma;Total;Total habitantes;Personas.;37116
2273.0;Doñinos de Salamanca;Total;Total habitantes;Personas.;37117
340.0;Dos Aguas;Total;Total habitantes;Personas.;46115
142519.0;Dos Hermanas;Total;Total habitantes;Personas.;41038
2340.0;Dos Torres;Total;Total habitantes;Personas.;14023
2228.0;Dosbarrios;Total;Total habitantes;Personas.;45059
6287.0;Dosrius;Total;Total habitantes;Personas.;08075
961.0;Dozón;Total;Total habitantes;Personas.;36016
331.0;Driebes;Total;Total habitantes;Personas.;19107
382.0;Dúdar;Total;Total habitantes;Personas.;18070
2605.0;Dueñas;Total;Total habitantes;Personas.;34069
217.0;Duesaigües;Total;Total habitantes;Personas.;43053
2716.0;Dumbría;Total;Total habitantes;Personas.;15034
30192.0;Durango;Total;Total habitantes;Personas.;48027
7234.0;Dúrcal;Total;Total habitantes;Personas.;18071
108.0;Durón;Total;Total habitantes;Personas.;19108
172.0;Duruelo;Total;Total habitantes;Personas.;40070
1035.0;Duruelo de la Sierra;Total;Total habitantes;Personas.;42078
824.0;Ea;Total;Total habitantes;Personas.;48028
78.0;Echarri/Etxarri;Total;Total habitantes;Personas.;31083
39659.0;Écija;Total;Total habitantes;Personas.;41039
27484.0;Eibar;Total;Total habitantes;Personas.;20030
55337.0;Eivissa;Total;Total habitantes;Personas.;07026
17129.0;Ejea de los Caballeros;Total;Total habitantes;Personas.;50095
139.0;Éjeme;Total;Total habitantes;Personas.;37118
91440.0;Ejido, El;Total;Total habitantes;Personas.;04902
172.0;Ejulve;Total;Total habitantes;Personas.;44096
320.0;Elantxobe;Total;Total habitantes;Personas.;48031
642.0;Elburgo/Burgelu;Total;Total habitantes;Personas.;01021
3603.0;Elche de la Sierra;Total;Total habitantes;Personas.;02030
245557.0;Elx/Elche;Total;Total habitantes;Personas.;03065
971.0;Elciego;Total;Total habitantes;Personas.;01022
55222.0;Elda;Total;Total habitantes;Personas.;03066
248.0;Elduain;Total;Total habitantes;Personas.;20031
1133.0;Elgeta;Total;Total habitantes;Personas.;20033
11705.0;Elgoibar;Total;Total habitantes;Personas.;20032
210.0;Elgorriaga;Total;Total habitantes;Personas.;31087
19839.0;Eliana, l';Total;Total habitantes;Personas.;46116
827.0;Eljas;Total;Total habitantes;Personas.;10072
7277.0;Elorrio;Total;Total habitantes;Personas.;48032
315.0;Elvillar/Bilar;Total;Total habitantes;Personas.;01023
37.0;Embid;Total;Total habitantes;Personas.;19109
28.0;Embid de Ariza;Total;Total habitantes;Personas.;50096
700.0;Emperador;Total;Total habitantes;Personas.;46117
111.0;Encina de San Silvestre;Total;Total habitantes;Personas.;37120
95.0;Encina, La;Total;Total habitantes;Personas.;37119
176.0;Encinacorba;Total;Total habitantes;Personas.;50098
39.0;Encinas;Total;Total habitantes;Personas.;40071
615.0;Encinas de Abajo;Total;Total habitantes;Personas.;37121
223.0;Encinas de Arriba;Total;Total habitantes;Personas.;37122
214.0;Encinas de Esgueva;Total;Total habitantes;Personas.;47060
2208.0;Encinas Reales;Total;Total habitantes;Personas.;14024
1232.0;Encinasola;Total;Total habitantes;Personas.;21031
146.0;Encinasola de los Comendadores;Total;Total habitantes;Personas.;37123
621.0;Encinedo;Total;Total habitantes;Personas.;24067
358.0;Encinillas;Total;Total habitantes;Personas.;40072
37.0;Encío;Total;Total habitantes;Personas.;09120
167.0;Enciso;Total;Total habitantes;Personas.;26058
201.0;Endrinal;Total;Total habitantes;Personas.;37124
328.0;Enériz/Eneritz;Total;Total habitantes;Personas.;31089
4807.0;Enguera;Total;Total habitantes;Personas.;46118
274.0;Enguídanos;Total;Total habitantes;Personas.;16082
612.0;Enix;Total;Total habitantes;Personas.;04041
952.0;Énova, l';Total;Total habitantes;Personas.;46119
133.0;Entrala;Total;Total habitantes;Personas.;49061
5693.0;Entrambasaguas;Total;Total habitantes;Personas.;39028
1660.0;Entrena;Total;Total habitantes;Personas.;26059
1093.0;Entrimo;Total;Total habitantes;Personas.;32030
548.0;Entrín Bajo;Total;Total habitantes;Personas.;06045
4704.0;Épila;Total;Total habitantes;Personas.;50099
24659.0;Erandio;Total;Total habitantes;Personas.;48902
155.0;Eratsun;Total;Total habitantes;Personas.;31090
412.0;Ercina, La;Total;Total habitantes;Personas.;24068
275.0;Ereño;Total;Total habitantes;Personas.;48033
392.0;Ergoiena;Total;Total habitantes;Personas.;31091
374.0;Erla;Total;Total habitantes;Personas.;50100
15516.0;Ermua;Total;Total habitantes;Personas.;48034
39363.0;Errenteria;Total;Total habitantes;Personas.;20067
588.0;Errezil;Total;Total habitantes;Personas.;20066
1477.0;Ribera Baja/Erriberabeitia;Total;Total habitantes;Personas.;01047
839.0;Erriberagoitia/Ribera Alta;Total;Total habitantes;Personas.;01046
499.0;Errigoiti;Total;Total habitantes;Personas.;48079
812.0;Erro;Total;Total habitantes;Personas.;31092
220.0;Erustes;Total;Total habitantes;Personas.;45060
2327.0;Escacena del Campo;Total;Total habitantes;Personas.;21032
10374.0;Escala, L';Total;Total habitantes;Personas.;17062
716.0;Escalante;Total;Total habitantes;Personas.;39029
3987.0;Escalona;Total;Total habitantes;Personas.;45061
475.0;Escalona del Prado;Total;Total habitantes;Personas.;40073
1545.0;Escalonilla;Total;Total habitantes;Personas.;45062
65.0;Escamilla;Total;Total habitantes;Personas.;19110
902.0;Escañuela;Total;Total habitantes;Personas.;23031
269.0;Escarabajosa de Cabezas;Total;Total habitantes;Personas.;40074
186.0;Escariche;Total;Total habitantes;Personas.;19111
1189.0;Escatrón;Total;Total habitantes;Personas.;50101
32.0;Escobar de Campos;Total;Total habitantes;Personas.;24069
172.0;Escobar de Polendos;Total;Total habitantes;Personas.;40075
19.0;Escobosa de Almazán;Total;Total habitantes;Personas.;42079
80.0;Escopete;Total;Total habitantes;Personas.;19112
199.0;Escorca;Total;Total habitantes;Personas.;07019
17171.0;Escorial, El;Total;Total habitantes;Personas.;28054
130.0;Escorihuela;Total;Total habitantes;Personas.;44097
788.0;Escucha;Total;Total habitantes;Personas.;44099
855.0;Escurial;Total;Total habitantes;Personas.;10073
233.0;Escurial de la Sierra;Total;Total habitantes;Personas.;37125
826.0;Escúzar;Total;Total habitantes;Personas.;18072
1103.0;Esgos;Total;Total habitantes;Personas.;32031
257.0;Esguevillas de Esgueva;Total;Total habitantes;Personas.;47061
4215.0;Eskoriatza;Total;Total habitantes;Personas.;20034
97.0;Eslava;Total;Total habitantes;Personas.;31094
815.0;Eslida;Total;Total habitantes;Personas.;12057
32.0;Espadaña;Total;Total habitantes;Personas.;37126
109.0;Espadañedo;Total;Total habitantes;Personas.;49062
101.0;Espadilla;Total;Total habitantes;Personas.;12058
1506.0;Esparragalejo;Total;Total habitantes;Personas.;06046
